Tabela de observabilidade - Cinturão Principal - Zeiss


Iluninação da lua: 5.5 %


--------------------------------------------------------------------------------------------------------------------------------------------------------


Objeto                    |  mag  |  rot  | 18:00 | 19:00 | 20:00 | 21:00 | 22:00 | 23:00 | 00:00 | 01:00 | 02:00 | 03:00 | 04:00 | 05:00 | 06:00 |
1105 Fragaria (1929 AB)            	| RA, DEC 20 11 44.05 -20 27 53.6	| EL, AZ: 64.5  286.6	| Mag: 13.9 	| moon_dis: 147.2
78 Diana (A863 EA)                 	| RA, DEC 22 52 26.60 -08 28 54.7	| EL, AZ: 64.4  33.9 	| Mag: 13.6 	| moon_dis: 172.1
949 Hel (A921 EM)                  	| RA, DEC 19 58 37.60 -27 55 15.8	| EL, AZ: 64.3  268.0	| Mag: 13.6 	| moon_dis: 142.1
117 Lomia (A871 RB)                	| RA, DEC 23 15 50.20 -11 53 52.1	| EL, AZ: 63.9  49.2 	| Mag: 13.1 	| moon_dis: 166.5
66 Maja (A861 GA)                  	| RA, DEC 19 59 27.95 -25 15 15.1	| EL, AZ: 63.8  274.0	| Mag: 13.3 	| moon_dis: 143.2
5 Astraea (A845 XA)                	| RA, DEC 22 56 55.34 -07 38 07.4	| EL, AZ: 63.2  35.1 	| Mag: 12.0 	| moon_dis: 170.9
490 Veritas (A902 RE)              	| RA, DEC 21 06 28.96 -05 56 02.2	| EL, AZ: 62.9  332.0	| Mag: 13.3 	| moon_dis: 161.0
2379 Heiskanen (1941 ST)           	| RA, DEC 20 02 58.97 -19 57 48.9	| EL, AZ: 62.5  285.5	| Mag: 13.9 	| moon_dis: 145.3
1058 Grubba (1925 MA)              	| RA, DEC 20 35 32.77 -10 11 04.5	| EL, AZ: 62.5  312.8	| Mag: 13.3 	| moon_dis: 154.0
1245 Calvinia (1932 KF)            	| RA, DEC 20 08 01.06 -17 36 12.5	| EL, AZ: 62.3  291.2	| Mag: 13.7 	| moon_dis: 146.9
164 Eva (A876 NA)                  	| RA, DEC 00 01 50.37 -41 58 44.5	| EL, AZ: 62.3  123.4	| Mag: 11.6 	| moon_dis: 141.3
455 Bruchsalia (A900 KC)           	| RA, DEC 19 41 50.31 -35 36 50.8	| EL, AZ: 61.5  250.3	| Mag: 11.2 	| moon_dis: 135.8
476 Hedwig (A901 QB)               	| RA, DEC 22 11 52.69 -01 19 54.2	| EL, AZ: 60.7  8.1  	| Mag: 12.6 	| moon_dis: 170.8
872 Holda (A917 KH)                	| RA, DEC 20 35 59.84 -07 15 31.0	| EL, AZ: 60.2  316.8	| Mag: 14.0 	| moon_dis: 153.8
125 Liberatrix (A872 RA)           	| RA, DEC 20 07 37.36 -14 03 57.7	| EL, AZ: 60.2  297.1	| Mag: 12.2 	| moon_dis: 147.1
1304 Arosa (1928 KC)               	| RA, DEC 19 30 32.89 -34 16 30.2	| EL, AZ: 59.2  252.9	| Mag: 13.4 	| moon_dis: 134.2
182 Elsa (A878 CC)                 	| RA, DEC 19 39 49.00 -21 49 59.1	| EL, AZ: 58.4  277.4	| Mag: 12.3 	| moon_dis: 139.6
23 Thalia (A852 XA)                	| RA, DEC 00 01 11.74 -13 41 17.8	| EL, AZ: 56.7  66.8 	| Mag: 12.5 	| moon_dis: 155.3
582 Olympia (A906 BM)              	| RA, DEC 21 19 59.06 +02 26 02.8	| EL, AZ: 56.1  343.6	| Mag: 13.9 	| moon_dis: 160.2
259 Aletheia (A886 MA)             	| RA, DEC 00 04 25.99 -13 35 01.2	| EL, AZ: 56.0  67.4 	| Mag: 13.1 	| moon_dis: 154.6
530 Turandot (A904 GB)             	| RA, DEC 23 42 24.71 -07 05 31.5	| EL, AZ: 55.9  52.3 	| Mag: 13.7 	| moon_dis: 159.7
468 Lina (A901 BC)                 	| RA, DEC 19 23 59.11 -22 43 56.9	| EL, AZ: 55.3  273.3	| Mag: 13.4 	| moon_dis: 135.9
478 Tergeste (A901 SC)             	| RA, DEC 21 01 49.23 +01 59 34.3	| EL, AZ: 55.2  335.7	| Mag: 13.0 	| moon_dis: 156.8
1609 Brenda (1951 NL)              	| RA, DEC 00 22 56.78 -19 30 50.3	| EL, AZ: 55.1  80.5 	| Mag: 13.8 	| moon_dis: 149.2
3 Juno (A804 RA)                   	| RA, DEC 20 17 04.37 -04 13 49.3	| EL, AZ: 55.0  313.3	| Mag: 9.2  	| moon_dis: 148.6
847 Agnia (A915 RP)                	| RA, DEC 19 24 59.26 -20 37 16.3	| EL, AZ: 54.7  276.9	| Mag: 13.8 	| moon_dis: 136.4
451 Patientia (A899 XA)            	| RA, DEC 19 10 35.94 -29 56 34.8	| EL, AZ: 54.5  259.8	| Mag: 11.3 	| moon_dis: 131.5
313 Chaldaea (A891 QB)             	| RA, DEC 20 10 01.43 -04 35 07.9	| EL, AZ: 54.1  310.6	| Mag: 13.2 	| moon_dis: 147.0
365 Corduba (A893 FF)              	| RA, DEC 20 21 10.48 -01 24 09.6	| EL, AZ: 53.3  317.6	| Mag: 13.3 	| moon_dis: 148.9
2013 Tucapel (1971 UH4)            	| RA, DEC 19 08 51.28 -26 26 22.5	| EL, AZ: 53.2  265.4	| Mag: 13.4 	| moon_dis: 131.8
118 Peitho (A872 EA)               	| RA, DEC 00 08 14.08 -09 49 44.0	| EL, AZ: 53.0  63.2 	| Mag: 13.3 	| moon_dis: 153.7
503 Evelyn (A903 BL)               	| RA, DEC 19 05 47.21 -27 12 30.0	| EL, AZ: 52.8  263.9	| Mag: 13.8 	| moon_dis: 131.0
113 Amalthea (A871 EA)             	| RA, DEC 23 52 56.95 -04 42 13.3	| EL, AZ: 52.4  52.8 	| Mag: 12.7 	| moon_dis: 156.7
128 Nemesis (A872 WA)              	| RA, DEC 19 01 49.16 -27 54 30.4	| EL, AZ: 52.1  262.4	| Mag: 11.4 	| moon_dis: 130.0
345 Tercidina (A892 WB)            	| RA, DEC 20 00 33.61 -03 43 35.7	| EL, AZ: 51.9  308.6	| Mag: 12.4 	| moon_dis: 144.5
8 Flora (A847 UA)                  	| RA, DEC 19 06 28.44 -22 17 33.7	| EL, AZ: 51.4  271.6	| Mag: 9.1  	| moon_dis: 131.9
60 Echo (A860 RB)                  	| RA, DEC 19 16 16.50 -16 42 01.4	| EL, AZ: 51.2  281.3	| Mag: 12.4 	| moon_dis: 134.6
397 Vienna (A894 YA)               	| RA, DEC 20 46 39.66 +05 07 39.4	| EL, AZ: 50.8  331.9	| Mag: 12.4 	| moon_dis: 151.9
456 Abnoba (A900 LA)               	| RA, DEC 20 41 13.23 +05 18 40.1	| EL, AZ: 50.1  330.1	| Mag: 12.9 	| moon_dis: 150.6
407 Arachne (A895 TB)              	| RA, DEC 18 53 54.55 -24 28 24.4	| EL, AZ: 49.4  266.8	| Mag: 12.6 	| moon_dis: 128.8
236 Honoria (A884 HA)              	| RA, DEC 23 33 10.31 +03 35 29.3	| EL, AZ: 48.9  38.5 	| Mag: 12.5 	| moon_dis: 157.4
106 Dione (A868 TA)                	| RA, DEC 00 12 53.82 -04 44 04.5	| EL, AZ: 48.8  58.3 	| Mag: 12.8 	| moon_dis: 151.8
488 Kreusa (A902 MC)               	| RA, DEC 18 40 20.27 -28 52 31.1	| EL, AZ: 47.8  259.1	| Mag: 12.8 	| moon_dis: 125.2
37 Fides (A855 TB)                 	| RA, DEC 18 41 33.59 -27 39 45.4	| EL, AZ: 47.7  261.0	| Mag: 11.5 	| moon_dis: 125.6
317 Roxane (A891 RD)               	| RA, DEC 00 01 52.47 +00 04 07.3	| EL, AZ: 47.3  50.3 	| Mag: 13.4 	| moon_dis: 153.0
198 Ampella (A879 LA)              	| RA, DEC 23 12 36.03 +08 41 51.9	| EL, AZ: 46.8  28.2 	| Mag: 11.7 	| moon_dis: 157.2
785 Zwetana (A914 FD)              	| RA, DEC 18 27 34.84 -34 56 52.1	| EL, AZ: 46.4  249.6	| Mag: 12.6 	| moon_dis: 121.6
690 Wratislavia (A909 UE)          	| RA, DEC 23 03 54.63 +10 11 31.3	| EL, AZ: 46.3  24.5 	| Mag: 12.8 	| moon_dis: 157.0
338 Budrosa (A892 SF)              	| RA, DEC 23 44 13.77 +04 52 35.1	| EL, AZ: 46.3  40.9 	| Mag: 13.7 	| moon_dis: 154.5
850 Altona (A916 FG)               	| RA, DEC 18 52 42.01 -16 46 24.0	| EL, AZ: 46.2  277.2	| Mag: 13.3 	| moon_dis: 129.0
260 Huberta (A886 TA)              	| RA, DEC 18 53 34.20 -14 55 19.0	| EL, AZ: 45.5  279.7	| Mag: 13.9 	| moon_dis: 129.2
217 Eudora (A880 QA)               	| RA, DEC 00 04 11.84 +02 56 23.6	| EL, AZ: 44.8  48.2 	| Mag: 13.4 	| moon_dis: 151.2
211 Isolda (A879 XA)               	| RA, DEC 18 36 53.29 -21 18 19.5	| EL, AZ: 44.7  269.2	| Mag: 13.0 	| moon_dis: 125.1
1458 Mineura (1937 RC)             	| RA, DEC 19 31 38.06 +00 03 10.8	| EL, AZ: 44.2  304.7	| Mag: 14.0 	| moon_dis: 136.6
840 Zenobia (A916 SN)              	| RA, DEC 18 36 22.19 -20 01 13.2	| EL, AZ: 44.0  270.7	| Mag: 14.0 	| moon_dis: 125.1
409 Aspasia (A895 XC)              	| RA, DEC 19 02 03.61 -08 28 43.0	| EL, AZ: 43.9  289.0	| Mag: 10.8 	| moon_dis: 130.9
18 Melpomene (A852 MA)             	| RA, DEC 18 55 37.64 -10 18 57.7	| EL, AZ: 43.6  285.7	| Mag: 8.9  	| moon_dis: 129.4
192 Nausikaa (A879 DA)             	| RA, DEC 00 21 10.95 +00 43 18.9	| EL, AZ: 43.5  54.7 	| Mag: 10.8 	| moon_dis: 148.3
225 Henrietta (A882 HA)            	| RA, DEC 22 27 57.70 +15 34 54.3	| EL, AZ: 43.4  10.5 	| Mag: 13.1 	| moon_dis: 154.2
976 Benjamina (A922 FD)            	| RA, DEC 18 42 04.48 -15 27 15.9	| EL, AZ: 43.3  277.3	| Mag: 13.9 	| moon_dis: 126.4
31 Euphrosyne (A854 RA)            	| RA, DEC 18 00 19.25 -55 17 13.5	| EL, AZ: 42.0  220.9	| Mag: 12.7 	| moon_dis: 112.3
485 Genua (A902 JC)                	| RA, DEC 19 02 11.90 -02 44 58.2	| EL, AZ: 40.5  295.2	| Mag: 13.1 	| moon_dis: 130.0
372 Palma (A893 QB)                	| RA, DEC 17 45 55.52 -48 29 00.2	| EL, AZ: 40.0  230.0	| Mag: 13.4 	| moon_dis: 111.6
378 Holmia (A893 XA)               	| RA, DEC 18 25 16.12 -15 02 29.4	| EL, AZ: 39.5  275.3	| Mag: 13.9 	| moon_dis: 122.4
163 Erigone (A876 HC)              	| RA, DEC 18 20 29.36 -17 05 22.6	| EL, AZ: 39.4  272.2	| Mag: 14.0 	| moon_dis: 121.3
800 Kressmannia (A915 FG)          	| RA, DEC 17 55 18.40 -29 40 54.9	| EL, AZ: 38.6  254.4	| Mag: 12.9 	| moon_dis: 115.4
160 Una (A876 DA)                  	| RA, DEC 17 51 06.73 -29 07 29.6	| EL, AZ: 37.5  254.8	| Mag: 13.4 	| moon_dis: 114.5
57 Mnemosyne (A859 SA)             	| RA, DEC 18 45 34.08 -01 22 27.1	| EL, AZ: 36.4  293.3	| Mag: 11.9 	| moon_dis: 125.7
480 Hansa (A901 KB)                	| RA, DEC 18 45 56.36 +02 51 34.9	| EL, AZ: 33.8  297.5	| Mag: 12.3 	| moon_dis: 124.8
849 Ara (A915 UB)                  	| RA, DEC 18 52 04.87 +05 14 19.9	| EL, AZ: 33.4  300.8	| Mag: 11.8 	| moon_dis: 125.7
663 Gerlinde (A908 MB)             	| RA, DEC 18 22 16.62 -03 01 15.1	| EL, AZ: 32.7  287.6	| Mag: 13.8 	| moon_dis: 120.3
695 Bella (A909 VD)                	| RA, DEC 00 02 17.80 +18 23 17.0	| EL, AZ: 32.6  36.0 	| Mag: 13.2 	| moon_dis: 142.1
165 Loreley (A876 PA)              	| RA, DEC 00 28 47.81 +13 56 40.6	| EL, AZ: 32.4  45.2 	| Mag: 13.3 	| moon_dis: 140.2
540 Rosamunde (A904 PE)            	| RA, DEC 17 53 48.10 -13 54 32.6	| EL, AZ: 32.2  272.2	| Mag: 13.7 	| moon_dis: 114.7
71 Niobe (A861 PA)                 	| RA, DEC 00 10 23.94 +18 24 01.7	| EL, AZ: 31.5  37.9 	| Mag: 12.4 	| moon_dis: 140.8
199 Byblis (A879 NA)               	| RA, DEC 17 24 50.37 -25 40 46.2	| EL, AZ: 30.9  256.3	| Mag: 12.4 	| moon_dis: 108.6
2 Pallas (A802 FA)                 	| RA, DEC 01 22 44.31 +02 42 33.4	| EL, AZ: 30.7  65.6 	| Mag: 9.8  	| moon_dis: 133.1
231 Vindobona (A882 RB)            	| RA, DEC 17 12 46.82 -30 50 30.5	| EL, AZ: 30.2  249.6	| Mag: 13.4 	| moon_dis: 106.2
205 Martha (A879 TB)               	| RA, DEC 17 54 28.96 -08 39 36.4	| EL, AZ: 29.9  277.7	| Mag: 13.6 	| moon_dis: 114.3
4 Vesta (A807 FA)                  	| RA, DEC 01 33 47.14 +01 30 53.6	| EL, AZ: 29.2  68.6 	| Mag: 7.7  	| moon_dis: 130.7
814 Tauris (A916 AE)               	| RA, DEC 17 19 17.56 -24 09 10.6	| EL, AZ: 29.1  257.4	| Mag: 13.8 	| moon_dis: 107.3
797 Montana (A914 WG)              	| RA, DEC 17 25 50.77 -18 49 45.2	| EL, AZ: 28.4  263.7	| Mag: 13.9 	| moon_dis: 108.4
505 Cava (A902 QA)                 	| RA, DEC 01 44 54.79 -00 52 37.3	| EL, AZ: 28.3  72.7 	| Mag: 13.7 	| moon_dis: 128.6
360 Carlova (A893 EE)              	| RA, DEC 01 46 19.15 +00 31 12.3	| EL, AZ: 27.3  71.6 	| Mag: 13.7 	| moon_dis: 127.9
210 Isabella (A879 VA)             	| RA, DEC 17 01 18.92 -29 02 03.4	| EL, AZ: 27.2  250.6	| Mag: 14.0 	| moon_dis: 103.6
385 Ilmatar (A894 EA)              	| RA, DEC 01 09 14.02 +12 07 24.3	| EL, AZ: 27.1  55.0 	| Mag: 13.7 	| moon_dis: 132.7
14 Irene (A851 KA)                 	| RA, DEC 17 07 40.66 -24 23 41.6	| EL, AZ: 26.8  256.0	| Mag: 10.3 	| moon_dis: 104.7
216 Kleopatra (A880 GB)            	| RA, DEC 17 42 16.18 -06 55 26.7	| EL, AZ: 26.4  277.6	| Mag: 11.5 	| moon_dis: 111.0
527 Euryanthe (A904 FC)            	| RA, DEC 17 21 28.74 -16 14 21.3	| EL, AZ: 26.3  265.8	| Mag: 14.0 	| moon_dis: 107.1
532 Herculina (A904 HE)            	| RA, DEC 02 07 06.79 -04 53 12.1	| EL, AZ: 25.9  79.9 	| Mag: 11.8 	| moon_dis: 123.9
51 Nemausa (A858 BA)               	| RA, DEC 17 38 31.78 -07 18 24.4	| EL, AZ: 25.8  276.7	| Mag: 11.2 	| moon_dis: 110.2
921 Jovita (A919 RD)               	| RA, DEC 17 58 47.58 +01 21 05.2	| EL, AZ: 25.4  287.9	| Mag: 13.9 	| moon_dis: 113.7
124 Alkeste (A872 QA)              	| RA, DEC 01 29 48.28 +09 44 26.9	| EL, AZ: 24.9  60.7 	| Mag: 13.2 	| moon_dis: 129.1
46 Hestia (A857 QA)                	| RA, DEC 01 31 01.54 +09 47 32.8	| EL, AZ: 24.6  60.9 	| Mag: 12.9 	| moon_dis: 128.8
101 Helena (A868 PA)               	| RA, DEC 01 26 51.75 +12 11 17.2	| EL, AZ: 23.8  58.1 	| Mag: 12.6 	| moon_dis: 128.8
804 Hispania (A915 FK)             	| RA, DEC 16 14 42.64 -43 35 16.5	| EL, AZ: 23.5  231.9	| Mag: 12.2 	| moon_dis: 95.8 
212 Medea (A880 CA)                	| RA, DEC 01 26 18.75 +12 53 30.8	| EL, AZ: 23.5  57.5 	| Mag: 14.0 	| moon_dis: 128.6
469 Argentina (A901 DC)            	| RA, DEC 16 25 46.98 -36 30 36.3	| EL, AZ: 23.0  239.9	| Mag: 13.5 	| moon_dis: 96.9 
--------------------------------------------------------------------------------------------------------------------------------------------------------


Local Time: 2026-07-17 05:00 -- UTC: 2026-07-17 08:00
264 Libussa (A886 YA)              	| RA, DEC 22 35 26.82 -25 45 05.4	| EL, AZ: 83.5  314.0	| Mag: 12.5 	| moon_dis: 164.0
347 Pariana (A892 WD)              	| RA, DEC 22 36 53.54 -23 20 12.4	| EL, AZ: 81.7  327.3	| Mag: 13.7 	| moon_dis: 166.3
349 Dembowska (A892 XB)            	| RA, DEC 22 04 44.20 -24 40 59.2	| EL, AZ: 77.3  293.4	| Mag: 10.1 	| moon_dis: 164.5
1021 Flammario (A924 EW)           	| RA, DEC 23 10 23.92 -17 43 55.8	| EL, AZ: 76.9  15.0 	| Mag: 12.9 	| moon_dis: 166.4
9 Metis (A848 HA)                  	| RA, DEC 23 05 43.80 -14 29 49.6	| EL, AZ: 74.0  8.3  	| Mag: 10.2 	| moon_dis: 168.9
1631 Kopff (1936 UC)               	| RA, DEC 21 40 55.08 -30 25 09.5	| EL, AZ: 73.8  265.0	| Mag: 14.0 	| moon_dis: 157.1
818 Kapteynia (A916 DF)            	| RA, DEC 21 40 05.29 -34 40 58.5	| EL, AZ: 73.4  249.9	| Mag: 13.8 	| moon_dis: 153.3
164 Eva (A876 NA)                  	| RA, DEC 00 01 54.41 -41 59 25.5	| EL, AZ: 72.4  135.8	| Mag: 11.6 	| moon_dis: 141.5
117 Lomia (A871 RB)                	| RA, DEC 23 15 49.73 -11 53 49.8	| EL, AZ: 71.0  14.8 	| Mag: 13.1 	| moon_dis: 167.2
100 Hekate (A868 NA)               	| RA, DEC 22 28 59.92 -11 48 36.1	| EL, AZ: 70.4  339.7	| Mag: 11.8 	| moon_dis: 177.8
78 Diana (A863 EA)                 	| RA, DEC 22 52 25.80 -08 28 55.2	| EL, AZ: 68.1  357.4	| Mag: 13.6 	| moon_dis: 172.9
736 Harvard (A912 WC)              	| RA, DEC 22 24 20.78 -09 38 19.7	| EL, AZ: 68.0  338.6	| Mag: 13.7 	| moon_dis: 179.7
1609 Brenda (1951 NL)              	| RA, DEC 00 22 59.92 -19 31 15.2	| EL, AZ: 67.6  66.0 	| Mag: 13.8 	| moon_dis: 149.8
23 Thalia (A852 XA)                	| RA, DEC 00 01 12.05 -13 41 25.8	| EL, AZ: 67.6  45.4 	| Mag: 12.5 	| moon_dis: 156.0
5 Astraea (A845 XA)                	| RA, DEC 22 56 54.80 -07 38 14.7	| EL, AZ: 67.3  0.4  	| Mag: 12.0 	| moon_dis: 171.6
259 Aletheia (A886 MA)             	| RA, DEC 00 04 26.49 -13 35 10.2	| EL, AZ: 67.0  46.8 	| Mag: 13.1 	| moon_dis: 155.2
354 Eleonora (A893 BC)             	| RA, DEC 21 59 14.90 -11 00 57.9	| EL, AZ: 66.5  322.6	| Mag: 10.9 	| moon_dis: 173.7
769 Tatjana (A913 TD)              	| RA, DEC 20 58 02.05 -29 34 36.1	| EL, AZ: 64.5  264.2	| Mag: 12.8 	| moon_dis: 151.9
530 Turandot (A904 GB)             	| RA, DEC 23 42 25.69 -07 05 38.0	| EL, AZ: 64.3  27.2 	| Mag: 13.7 	| moon_dis: 160.5
388 Charybdis (A894 ED)            	| RA, DEC 21 00 20.15 -24 54 32.6	| EL, AZ: 63.8  274.9	| Mag: 12.9 	| moon_dis: 155.0
325 Heidelberga (A892 EA)          	| RA, DEC 20 59 49.97 -25 03 05.8	| EL, AZ: 63.8  274.5	| Mag: 13.9 	| moon_dis: 154.9
558 Carmen (A905 CK)               	| RA, DEC 21 33 35.03 -12 04 05.6	| EL, AZ: 63.5  309.2	| Mag: 13.6 	| moon_dis: 167.4
118 Peitho (A872 EA)               	| RA, DEC 00 08 15.12 -09 49 44.9	| EL, AZ: 63.5  42.9 	| Mag: 13.3 	| moon_dis: 154.4
306 Unitas (A891 EA)               	| RA, DEC 21 38 51.74 -10 50 06.8	| EL, AZ: 63.4  313.2	| Mag: 11.2 	| moon_dis: 168.8
38 Leda (A856 AA)                  	| RA, DEC 21 34 56.56 -11 06 56.1	| EL, AZ: 63.0  311.2	| Mag: 13.3 	| moon_dis: 167.8
462 Eriphyla (A900 UJ)             	| RA, DEC 21 08 10.53 -18 23 10.9	| EL, AZ: 62.7  289.8	| Mag: 13.2 	| moon_dis: 159.7
324 Bamberga (A892 DA)             	| RA, DEC 20 50 11.28 -27 29 24.4	| EL, AZ: 62.4  268.0	| Mag: 9.8  	| moon_dis: 151.7
113 Amalthea (A871 EA)             	| RA, DEC 23 52 57.59 -04 42 16.6	| EL, AZ: 61.1  30.2 	| Mag: 12.7 	| moon_dis: 157.4
389 Industria (A894 EE)            	| RA, DEC 21 38 15.84 -07 14 13.7	| EL, AZ: 60.5  317.7	| Mag: 12.1 	| moon_dis: 168.3
476 Hedwig (A901 QB)               	| RA, DEC 22 11 51.53 -01 19 43.7	| EL, AZ: 59.1  338.0	| Mag: 12.6 	| moon_dis: 170.9
106 Dione (A868 TA)                	| RA, DEC 00 12 54.80 -04 44 02.4	| EL, AZ: 58.6  38.9 	| Mag: 12.8 	| moon_dis: 152.6
267 Tirza (A887 KB)                	| RA, DEC 20 24 16.20 -26 40 05.2	| EL, AZ: 56.6  266.7	| Mag: 13.6 	| moon_dis: 147.1
287 Nephthys (A889 QA)             	| RA, DEC 20 53 04.03 -11 56 17.6	| EL, AZ: 56.1  296.2	| Mag: 11.3 	| moon_dis: 157.5
317 Roxane (A891 RD)               	| RA, DEC 00 01 54.05 +00 04 15.0	| EL, AZ: 55.8  30.1 	| Mag: 13.4 	| moon_dis: 153.8
139 Juewa (A874 TA)                	| RA, DEC 20 13 29.35 -35 05 54.6	| EL, AZ: 55.7  251.1	| Mag: 12.4 	| moon_dis: 141.0
236 Honoria (A884 HA)              	| RA, DEC 23 33 11.40 +03 35 34.6	| EL, AZ: 54.9  16.1 	| Mag: 12.5 	| moon_dis: 158.2
490 Veritas (A902 RE)              	| RA, DEC 21 06 27.49 -05 56 09.5	| EL, AZ: 54.5  307.9	| Mag: 13.3 	| moon_dis: 160.3
479 Caprera (A901 VK)              	| RA, DEC 20 28 53.50 -15 30 23.6	| EL, AZ: 53.2  285.4	| Mag: 13.6 	| moon_dis: 151.3
217 Eudora (A880 QA)               	| RA, DEC 00 04 14.13 +02 56 24.0	| EL, AZ: 52.9  28.9 	| Mag: 13.4 	| moon_dis: 152.0
338 Budrosa (A892 SF)              	| RA, DEC 23 44 14.08 +04 52 44.9	| EL, AZ: 52.9  20.0 	| Mag: 13.7 	| moon_dis: 155.2
192 Nausikaa (A879 DA)             	| RA, DEC 00 21 13.51 +00 43 45.3	| EL, AZ: 52.9  36.9 	| Mag: 10.8 	| moon_dis: 149.0
1819 Laputa (1948 PC)              	| RA, DEC 20 19 42.71 -17 32 30.2	| EL, AZ: 52.2  280.7	| Mag: 13.4 	| moon_dis: 148.8
1105 Fragaria (1929 AB)            	| RA, DEC 20 11 42.07 -20 28 10.2	| EL, AZ: 51.8  275.1	| Mag: 13.9 	| moon_dis: 146.4
1058 Grubba (1925 MA)              	| RA, DEC 20 35 30.89 -10 11 05.9	| EL, AZ: 51.6  294.1	| Mag: 13.3 	| moon_dis: 153.2
949 Hel (A921 EM)                  	| RA, DEC 19 58 35.11 -27 55 13.8	| EL, AZ: 51.4  262.1	| Mag: 13.6 	| moon_dis: 141.3
66 Maja (A861 GA)                  	| RA, DEC 19 59 25.49 -25 15 21.4	| EL, AZ: 50.8  266.3	| Mag: 13.3 	| moon_dis: 142.4
198 Ampella (A879 LA)              	| RA, DEC 23 12 37.04 +08 42 21.9	| EL, AZ: 50.7  6.4  	| Mag: 11.7 	| moon_dis: 157.8
582 Olympia (A906 BM)              	| RA, DEC 21 19 57.44 +02 25 46.7	| EL, AZ: 50.0  320.7	| Mag: 13.9 	| moon_dis: 159.8
872 Holda (A917 KH)                	| RA, DEC 20 35 57.87 -07 15 38.0	| EL, AZ: 49.8  297.8	| Mag: 14.0 	| moon_dis: 153.1
1245 Calvinia (1932 KF)            	| RA, DEC 20 07 58.98 -17 36 20.8	| EL, AZ: 49.8  278.6	| Mag: 13.7 	| moon_dis: 146.1
2379 Heiskanen (1941 ST)           	| RA, DEC 20 02 57.02 -19 57 55.0	| EL, AZ: 49.7  274.5	| Mag: 13.9 	| moon_dis: 144.5
690 Wratislavia (A909 UE)          	| RA, DEC 23 03 54.70 +10 11 46.7	| EL, AZ: 49.4  2.9  	| Mag: 12.8 	| moon_dis: 157.6
455 Bruchsalia (A900 KC)           	| RA, DEC 19 41 47.82 -35 37 14.6	| EL, AZ: 49.3  249.2	| Mag: 11.2 	| moon_dis: 135.1
125 Liberatrix (A872 RA)           	| RA, DEC 20 07 35.26 -14 04 07.0	| EL, AZ: 48.0  283.3	| Mag: 12.2 	| moon_dis: 146.3
478 Tergeste (A901 SC)             	| RA, DEC 21 01 47.58 +01 59 35.1	| EL, AZ: 47.7  314.7	| Mag: 13.0 	| moon_dis: 156.2
1304 Arosa (1928 KC)               	| RA, DEC 19 30 30.60 -34 16 46.6	| EL, AZ: 46.8  250.7	| Mag: 13.4 	| moon_dis: 133.5
182 Elsa (A878 CC)                 	| RA, DEC 19 39 46.40 -21 50 07.2	| EL, AZ: 45.4  268.8	| Mag: 12.3 	| moon_dis: 138.8
3 Juno (A804 RA)                   	| RA, DEC 20 17 02.29 -04 13 59.3	| EL, AZ: 44.3  296.8	| Mag: 9.2  	| moon_dis: 147.9
225 Henrietta (A882 HA)            	| RA, DEC 22 27 57.49 +15 34 57.7	| EL, AZ: 43.5  350.5	| Mag: 13.1 	| moon_dis: 154.5
365 Corduba (A893 FF)              	| RA, DEC 20 21 08.56 -01 24 16.7	| EL, AZ: 43.2  300.7	| Mag: 13.3 	| moon_dis: 148.2
313 Chaldaea (A891 QB)             	| RA, DEC 20 09 59.14 -04 35 18.3	| EL, AZ: 43.1  294.9	| Mag: 13.2 	| moon_dis: 146.3
397 Vienna (A894 YA)               	| RA, DEC 20 46 37.89 +05 07 48.8	| EL, AZ: 42.9  313.2	| Mag: 12.4 	| moon_dis: 151.4
468 Lina (A901 BC)                 	| RA, DEC 19 23 56.96 -22 44 01.1	| EL, AZ: 42.3  265.8	| Mag: 13.4 	| moon_dis: 135.1
2 Pallas (A802 FA)                 	| RA, DEC 01 22 46.14 +02 42 21.8	| EL, AZ: 41.9  53.1 	| Mag: 9.8  	| moon_dis: 133.8
456 Abnoba (A900 LA)               	| RA, DEC 20 41 11.26 +05 18 42.5	| EL, AZ: 41.9  312.0	| Mag: 12.9 	| moon_dis: 150.1
847 Agnia (A915 RP)                	| RA, DEC 19 24 56.97 -20 37 19.2	| EL, AZ: 41.8  268.6	| Mag: 13.8 	| moon_dis: 135.6
451 Patientia (A899 XA)            	| RA, DEC 19 10 33.73 -29 56 46.3	| EL, AZ: 41.8  255.3	| Mag: 11.3 	| moon_dis: 130.7
4 Vesta (A807 FA)                  	| RA, DEC 01 33 49.57 +01 30 59.2	| EL, AZ: 40.8  56.9 	| Mag: 7.7  	| moon_dis: 131.5
345 Tercidina (A892 WB)            	| RA, DEC 20 00 31.22 -03 43 39.7	| EL, AZ: 40.8  293.9	| Mag: 12.4 	| moon_dis: 143.8
165 Loreley (A876 PA)              	| RA, DEC 00 28 48.64 +13 56 58.5	| EL, AZ: 40.4  30.0 	| Mag: 13.3 	| moon_dis: 141.0
2013 Tucapel (1971 UH4)            	| RA, DEC 19 08 48.87 -26 26 43.3	| EL, AZ: 40.4  259.6	| Mag: 13.4 	| moon_dis: 131.1
505 Cava (A902 QA)                 	| RA, DEC 01 44 57.93 -00 52 29.2	| EL, AZ: 40.3  61.6 	| Mag: 13.7 	| moon_dis: 129.3
