Tabela de observabilidade - Cinturão Principal - Zeiss


Iluninação da lua: 3.2 %


--------------------------------------------------------------------------------------------------------------------------------------------------------


Objeto                    |  mag  |  rot  | 18:00 | 19:00 | 20:00 | 21:00 | 22:00 | 23:00 | 00:00 | 01:00 | 02:00 | 03:00 | 04:00 | 05:00 | 06:00 |
468 Lina (A901 BC)                 	| RA, DEC 19 24 50.70 -22 42 14.1	| EL, AZ: 56.4  274.1	| Mag: 13.4 	| moon_dis: 150.1
582 Olympia (A906 BM)              	| RA, DEC 21 20 37.37 +02 32 22.3	| EL, AZ: 56.3  345.7	| Mag: 13.9 	| moon_dis: 161.2
23 Thalia (A852 XA)                	| RA, DEC 00 01 03.50 -13 38 09.1	| EL, AZ: 55.9  67.7 	| Mag: 12.5 	| moon_dis: 143.2
847 Agnia (A915 RP)                	| RA, DEC 19 25 54.34 -20 36 07.8	| EL, AZ: 55.8  277.7	| Mag: 13.8 	| moon_dis: 150.5
3 Juno (A804 RA)                   	| RA, DEC 20 17 53.90 -04 09 54.4	| EL, AZ: 55.7  315.0	| Mag: 9.2  	| moon_dis: 158.8
478 Tergeste (A901 SC)             	| RA, DEC 21 02 28.65 +01 59 09.4	| EL, AZ: 55.6  337.6	| Mag: 13.0 	| moon_dis: 160.7
451 Patientia (A899 XA)            	| RA, DEC 19 11 29.13 -29 51 56.0	| EL, AZ: 55.5  260.3	| Mag: 11.3 	| moon_dis: 145.7
530 Turandot (A904 GB)             	| RA, DEC 23 42 00.51 -07 03 01.4	| EL, AZ: 55.3  53.4 	| Mag: 13.7 	| moon_dis: 146.2
259 Aletheia (A886 MA)             	| RA, DEC 00 04 13.17 -13 31 29.0	| EL, AZ: 55.2  68.3 	| Mag: 13.1 	| moon_dis: 142.5
313 Chaldaea (A891 QB)             	| RA, DEC 20 10 56.13 -04 31 04.2	| EL, AZ: 54.8  312.2	| Mag: 13.2 	| moon_dis: 157.6
1609 Brenda (1951 NL)              	| RA, DEC 00 21 40.72 -19 21 01.2	| EL, AZ: 54.5  80.7 	| Mag: 13.8 	| moon_dis: 138.9
2013 Tucapel (1971 UH4)            	| RA, DEC 19 09 49.44 -26 18 00.5	| EL, AZ: 54.3  266.2	| Mag: 13.4 	| moon_dis: 146.1
365 Corduba (A893 FF)              	| RA, DEC 20 21 56.39 -01 21 24.9	| EL, AZ: 54.0  319.3	| Mag: 13.3 	| moon_dis: 157.8
503 Evelyn (A903 BL)               	| RA, DEC 19 06 42.83 -27 10 26.3	| EL, AZ: 53.8  264.4	| Mag: 13.8 	| moon_dis: 145.3
128 Nemesis (A872 WA)              	| RA, DEC 19 02 46.15 -27 51 31.8	| EL, AZ: 53.2  262.9	| Mag: 11.4 	| moon_dis: 144.3
345 Tercidina (A892 WB)            	| RA, DEC 20 01 30.92 -03 42 04.6	| EL, AZ: 52.7  310.1	| Mag: 12.4 	| moon_dis: 155.2
8 Flora (A847 UA)                  	| RA, DEC 19 07 35.11 -22 12 33.5	| EL, AZ: 52.5  272.4	| Mag: 9.1  	| moon_dis: 146.1
118 Peitho (A872 EA)               	| RA, DEC 00 07 48.40 -09 49 28.6	| EL, AZ: 52.3  64.1 	| Mag: 13.3 	| moon_dis: 140.9
60 Echo (A860 RB)                  	| RA, DEC 19 17 15.90 -16 39 44.3	| EL, AZ: 52.2  282.2	| Mag: 12.4 	| moon_dis: 148.4
113 Amalthea (A871 EA)             	| RA, DEC 23 52 40.89 -04 40 59.3	| EL, AZ: 51.7  53.8 	| Mag: 12.7 	| moon_dis: 142.9
397 Vienna (A894 YA)               	| RA, DEC 20 47 21.42 +05 03 45.4	| EL, AZ: 51.3  333.5	| Mag: 12.4 	| moon_dis: 156.4
456 Abnoba (A900 LA)               	| RA, DEC 20 42 00.26 +05 17 35.8	| EL, AZ: 50.6  331.7	| Mag: 12.9 	| moon_dis: 155.6
407 Arachne (A895 TB)              	| RA, DEC 18 54 52.96 -24 30 16.7	| EL, AZ: 50.5  267.3	| Mag: 12.6 	| moon_dis: 143.0
488 Kreusa (A902 MC)               	| RA, DEC 18 41 08.73 -28 49 57.7	| EL, AZ: 48.8  259.6	| Mag: 12.8 	| moon_dis: 139.4
37 Fides (A855 TB)                 	| RA, DEC 18 42 30.22 -27 39 22.8	| EL, AZ: 48.8  261.4	| Mag: 11.5 	| moon_dis: 139.9
236 Honoria (A884 HA)              	| RA, DEC 23 32 43.65 +03 33 16.7	| EL, AZ: 48.4  39.7 	| Mag: 12.5 	| moon_dis: 143.6
106 Dione (A868 TA)                	| RA, DEC 00 12 29.71 -04 44 57.6	| EL, AZ: 48.2  59.2 	| Mag: 12.8 	| moon_dis: 138.3
785 Zwetana (A914 FD)              	| RA, DEC 18 28 31.09 -34 53 23.9	| EL, AZ: 47.4  249.9	| Mag: 12.6 	| moon_dis: 135.6
850 Altona (A916 FG)               	| RA, DEC 18 53 29.80 -16 38 40.2	| EL, AZ: 47.1  278.1	| Mag: 13.3 	| moon_dis: 142.8
317 Roxane (A891 RD)               	| RA, DEC 00 01 13.85 +00 00 57.8	| EL, AZ: 46.8  51.2 	| Mag: 13.4 	| moon_dis: 139.1
198 Ampella (A879 LA)              	| RA, DEC 23 12 10.78 +08 29 46.5	| EL, AZ: 46.6  29.5 	| Mag: 11.7 	| moon_dis: 144.5
260 Huberta (A886 TA)              	| RA, DEC 18 54 17.20 -14 52 56.8	| EL, AZ: 46.5  280.6	| Mag: 13.9 	| moon_dis: 142.8
690 Wratislavia (A909 UE)          	| RA, DEC 23 03 52.13 +10 05 18.1	| EL, AZ: 46.0  25.8 	| Mag: 12.8 	| moon_dis: 144.8
338 Budrosa (A892 SF)              	| RA, DEC 23 44 05.58 +04 48 34.7	| EL, AZ: 45.8  42.1 	| Mag: 13.7 	| moon_dis: 140.6
211 Isolda (A879 XA)               	| RA, DEC 18 37 40.25 -21 18 13.0	| EL, AZ: 45.7  269.7	| Mag: 13.0 	| moon_dis: 139.2
840 Zenobia (A916 SN)              	| RA, DEC 18 37 09.24 -20 03 37.6	| EL, AZ: 45.1  271.3	| Mag: 14.0 	| moon_dis: 139.1
1458 Mineura (1937 RC)             	| RA, DEC 19 32 24.98 +00 08 23.0	| EL, AZ: 44.9  306.0	| Mag: 14.0 	| moon_dis: 147.0
409 Aspasia (A895 XC)              	| RA, DEC 19 02 57.92 -08 29 35.1	| EL, AZ: 44.9  289.9	| Mag: 10.8 	| moon_dis: 143.6
18 Melpomene (A852 MA)             	| RA, DEC 18 56 38.30 -10 12 32.4	| EL, AZ: 44.6  286.7	| Mag: 8.9  	| moon_dis: 142.5
976 Benjamina (A922 FD)            	| RA, DEC 18 42 49.22 -15 27 18.1	| EL, AZ: 44.3  278.0	| Mag: 13.9 	| moon_dis: 140.1
217 Eudora (A880 QA)               	| RA, DEC 00 03 15.99 +02 56 07.2	| EL, AZ: 44.3  49.0 	| Mag: 13.4 	| moon_dis: 137.4
225 Henrietta (A882 HA)            	| RA, DEC 22 28 02.01 +15 33 24.4	| EL, AZ: 43.3  11.8 	| Mag: 13.1 	| moon_dis: 145.1
192 Nausikaa (A879 DA)             	| RA, DEC 00 20 08.90 +00 32 45.0	| EL, AZ: 43.2  55.5 	| Mag: 10.8 	| moon_dis: 134.6
31 Euphrosyne (A854 RA)            	| RA, DEC 18 01 23.51 -55 19 12.4	| EL, AZ: 42.7  220.8	| Mag: 12.7 	| moon_dis: 124.4
485 Genua (A902 JC)                	| RA, DEC 19 03 00.26 -02 42 21.6	| EL, AZ: 41.4  296.3	| Mag: 13.1 	| moon_dis: 141.7
372 Palma (A893 QB)                	| RA, DEC 17 46 47.96 -48 34 24.2	| EL, AZ: 40.8  229.9	| Mag: 13.4 	| moon_dis: 124.6
378 Holmia (A893 XA)               	| RA, DEC 18 26 04.70 -15 02 26.5	| EL, AZ: 40.5  276.0	| Mag: 13.9 	| moon_dis: 136.0
163 Erigone (A876 HC)              	| RA, DEC 18 21 22.73 -17 03 15.1	| EL, AZ: 40.4  272.9	| Mag: 14.0 	| moon_dis: 135.1
800 Kressmannia (A915 FG)          	| RA, DEC 17 55 58.81 -29 45 41.4	| EL, AZ: 39.5  254.7	| Mag: 12.9 	| moon_dis: 129.6
160 Una (A876 DA)                  	| RA, DEC 17 51 51.87 -29 08 38.0	| EL, AZ: 38.5  255.1	| Mag: 13.4 	| moon_dis: 128.7
57 Mnemosyne (A859 SA)             	| RA, DEC 18 46 17.08 -01 20 18.8	| EL, AZ: 37.3  294.3	| Mag: 11.9 	| moon_dis: 137.3
480 Hansa (A901 KB)                	| RA, DEC 18 46 48.81 +02 50 22.2	| EL, AZ: 34.8  298.4	| Mag: 12.3 	| moon_dis: 135.7
849 Ara (A915 UB)                  	| RA, DEC 18 52 49.73 +05 13 14.6	| EL, AZ: 34.3  301.7	| Mag: 11.8 	| moon_dis: 135.9
663 Gerlinde (A908 MB)             	| RA, DEC 18 22 58.98 -03 01 17.6	| EL, AZ: 33.6  288.4	| Mag: 13.8 	| moon_dis: 132.4
540 Rosamunde (A904 PE)            	| RA, DEC 17 54 31.17 -13 52 50.5	| EL, AZ: 33.2  272.9	| Mag: 13.7 	| moon_dis: 128.3
695 Bella (A909 VD)                	| RA, DEC 00 01 39.36 +18 09 18.7	| EL, AZ: 32.3  37.0 	| Mag: 13.2 	| moon_dis: 129.1
165 Loreley (A876 PA)              	| RA, DEC 00 28 27.12 +13 49 27.2	| EL, AZ: 32.0  46.1 	| Mag: 13.3 	| moon_dis: 126.5
199 Byblis (A879 NA)               	| RA, DEC 17 25 22.69 -25 35 24.5	| EL, AZ: 31.8  256.8	| Mag: 12.4 	| moon_dis: 122.8
71 Niobe (A861 PA)                 	| RA, DEC 00 10 19.36 +18 13 53.7	| EL, AZ: 31.1  38.9 	| Mag: 12.4 	| moon_dis: 127.5
231 Vindobona (A882 RB)            	| RA, DEC 17 13 10.98 -30 53 32.0	| EL, AZ: 31.1  249.9	| Mag: 13.4 	| moon_dis: 120.3
205 Martha (A879 TB)               	| RA, DEC 17 55 08.41 -08 38 30.5	| EL, AZ: 30.8  278.3	| Mag: 13.6 	| moon_dis: 127.4
814 Tauris (A916 AE)               	| RA, DEC 17 20 00.00 -24 05 16.5	| EL, AZ: 30.1  257.9	| Mag: 13.8 	| moon_dis: 121.4
2 Pallas (A802 FA)                 	| RA, DEC 01 21 59.77 +02 47 04.3	| EL, AZ: 30.0  66.1 	| Mag: 9.8  	| moon_dis: 119.4
797 Montana (A914 WG)              	| RA, DEC 17 26 22.04 -18 50 40.6	| EL, AZ: 29.3  264.2	| Mag: 13.9 	| moon_dis: 122.4
4 Vesta (A807 FA)                  	| RA, DEC 01 32 48.33 +01 28 35.1	| EL, AZ: 28.6  69.2 	| Mag: 7.7  	| moon_dis: 117.3
210 Isabella (A879 VA)             	| RA, DEC 17 01 51.76 -29 03 25.4	| EL, AZ: 28.1  250.9	| Mag: 14.0 	| moon_dis: 117.8
505 Cava (A902 QA)                 	| RA, DEC 01 43 39.16 -00 55 54.7	| EL, AZ: 27.8  73.2 	| Mag: 13.7 	| moon_dis: 115.5
14 Irene (A851 KA)                 	| RA, DEC 17 08 08.42 -24 21 00.1	| EL, AZ: 27.7  256.5	| Mag: 10.3 	| moon_dis: 118.8
216 Kleopatra (A880 GB)            	| RA, DEC 17 42 57.19 -06 54 46.0	| EL, AZ: 27.3  278.3	| Mag: 11.5 	| moon_dis: 124.0
527 Euryanthe (A904 FC)            	| RA, DEC 17 22 01.08 -16 09 12.3	| EL, AZ: 27.2  266.4	| Mag: 14.0 	| moon_dis: 120.9
51 Nemausa (A858 BA)               	| RA, DEC 17 39 07.80 -07 13 48.8	| EL, AZ: 26.7  277.5	| Mag: 11.2 	| moon_dis: 123.2
360 Carlova (A893 EE)              	| RA, DEC 01 45 16.06 +00 30 23.6	| EL, AZ: 26.7  72.1 	| Mag: 13.7 	| moon_dis: 114.7
385 Ilmatar (A894 EA)              	| RA, DEC 01 08 47.50 +12 00 52.2	| EL, AZ: 26.5  55.7 	| Mag: 13.7 	| moon_dis: 118.8
921 Jovita (A919 RD)               	| RA, DEC 17 59 20.23 +01 23 41.6	| EL, AZ: 26.3  288.6	| Mag: 13.9 	| moon_dis: 125.4
532 Herculina (A904 HE)            	| RA, DEC 02 06 22.08 -04 52 18.9	| EL, AZ: 25.2  80.3 	| Mag: 11.8 	| moon_dis: 111.2
124 Alkeste (A872 QA)              	| RA, DEC 01 28 59.11 +09 40 19.8	| EL, AZ: 24.3  61.3 	| Mag: 13.2 	| moon_dis: 115.3
804 Hispania (A915 FK)             	| RA, DEC 16 14 55.52 -43 42 32.3	| EL, AZ: 24.3  232.0	| Mag: 12.2 	| moon_dis: 109.3
46 Hestia (A857 QA)                	| RA, DEC 01 29 39.74 +09 40 32.9	| EL, AZ: 24.2  61.4 	| Mag: 12.9 	| moon_dis: 115.1
469 Argentina (A901 DC)            	| RA, DEC 16 25 58.80 -36 36 06.3	| EL, AZ: 23.8  240.1	| Mag: 13.5 	| moon_dis: 110.8
101 Helena (A868 PA)               	| RA, DEC 01 25 50.40 +12 00 26.6	| EL, AZ: 23.4  58.8 	| Mag: 12.6 	| moon_dis: 115.0
212 Medea (A880 CA)                	| RA, DEC 01 25 32.63 +12 47 15.5	| EL, AZ: 23.0  58.1 	| Mag: 14.0 	| moon_dis: 114.8
1048 Feodosia (A924 WQ)            	| RA, DEC 16 11 15.83 -35 20 47.2	| EL, AZ: 20.6  240.2	| Mag: 13.2 	| moon_dis: 107.7
108 Hecuba (A869 GB)               	| RA, DEC 16 26 13.12 -27 26 32.8	| EL, AZ: 20.3  249.2	| Mag: 13.0 	| moon_dis: 109.8
--------------------------------------------------------------------------------------------------------------------------------------------------------


Local Time: 2026-07-16 05:00 -- UTC: 2026-07-16 08:00
264 Libussa (A886 YA)              	| RA, DEC 22 35 41.43 -25 39 03.1	| EL, AZ: 84.0  321.2	| Mag: 12.5 	| moon_dis: 162.3
347 Pariana (A892 WD)              	| RA, DEC 22 37 15.02 -23 12 51.2	| EL, AZ: 82.1  334.0	| Mag: 13.7 	| moon_dis: 163.0
349 Dembowska (A892 XB)            	| RA, DEC 22 05 12.12 -24 36 21.3	| EL, AZ: 78.1  296.1	| Mag: 10.1 	| moon_dis: 168.4
1021 Flammario (A924 EW)           	| RA, DEC 23 10 05.50 -17 34 43.9	| EL, AZ: 76.6  18.5 	| Mag: 12.9 	| moon_dis: 156.5
1631 Kopff (1936 UC)               	| RA, DEC 21 41 21.55 -30 20 37.7	| EL, AZ: 74.7  265.6	| Mag: 14.0 	| moon_dis: 165.4
818 Kapteynia (A916 DF)            	| RA, DEC 21 40 38.92 -34 32 45.7	| EL, AZ: 74.4  249.8	| Mag: 13.8 	| moon_dis: 161.3
9 Metis (A848 HA)                  	| RA, DEC 23 05 44.54 -14 26 09.6	| EL, AZ: 73.8  11.7 	| Mag: 10.2 	| moon_dis: 157.4
164 Eva (A876 NA)                  	| RA, DEC 00 00 16.70 -41 43 03.7	| EL, AZ: 72.2  134.3	| Mag: 11.6 	| moon_dis: 139.1
117 Lomia (A871 RB)                	| RA, DEC 23 16 00.15 -11 54 47.0	| EL, AZ: 70.7  17.8 	| Mag: 13.1 	| moon_dis: 154.5
100 Hekate (A868 NA)               	| RA, DEC 22 29 09.06 -11 44 22.2	| EL, AZ: 70.6  342.7	| Mag: 11.8 	| moon_dis: 165.6
736 Harvard (A912 WC)              	| RA, DEC 22 24 15.95 -09 34 58.6	| EL, AZ: 68.2  341.1	| Mag: 13.7 	| moon_dis: 165.8
78 Diana (A863 EA)                 	| RA, DEC 22 52 44.41 -08 28 46.6	| EL, AZ: 68.1  0.2  	| Mag: 13.6 	| moon_dis: 159.0
5 Astraea (A845 XA)                	| RA, DEC 22 57 07.12 -07 35 23.4	| EL, AZ: 67.2  3.0  	| Mag: 12.0 	| moon_dis: 157.6
354 Eleonora (A893 BC)             	| RA, DEC 21 59 41.59 -10 54 03.0	| EL, AZ: 67.0  325.1	| Mag: 10.9 	| moon_dis: 171.6
1609 Brenda (1951 NL)              	| RA, DEC 00 21 43.91 -19 21 25.4	| EL, AZ: 67.0  66.5 	| Mag: 13.8 	| moon_dis: 139.6
23 Thalia (A852 XA)                	| RA, DEC 00 01 03.87 -13 38 16.8	| EL, AZ: 66.9  47.1 	| Mag: 12.5 	| moon_dis: 144.0
259 Aletheia (A886 MA)             	| RA, DEC 00 04 13.73 -13 31 37.6	| EL, AZ: 66.4  48.4 	| Mag: 13.1 	| moon_dis: 143.2
769 Tatjana (A913 TD)              	| RA, DEC 20 58 45.80 -29 30 06.1	| EL, AZ: 65.5  264.8	| Mag: 12.8 	| moon_dis: 164.4
388 Charybdis (A894 ED)            	| RA, DEC 21 01 06.38 -24 51 57.8	| EL, AZ: 64.8  275.8	| Mag: 12.9 	| moon_dis: 168.5
325 Heidelberga (A892 EA)          	| RA, DEC 21 00 34.78 -25 00 50.3	| EL, AZ: 64.8  275.4	| Mag: 13.9 	| moon_dis: 168.3
558 Carmen (A905 CK)               	| RA, DEC 21 34 07.45 -11 59 25.0	| EL, AZ: 64.2  311.2	| Mag: 13.6 	| moon_dis: 176.1
306 Unitas (A891 EA)               	| RA, DEC 21 39 13.85 -10 43 36.6	| EL, AZ: 64.0  315.3	| Mag: 11.2 	| moon_dis: 174.5
530 Turandot (A904 GB)             	| RA, DEC 23 42 01.55 -07 03 07.4	| EL, AZ: 63.9  29.0 	| Mag: 13.7 	| moon_dis: 147.0
38 Leda (A856 AA)                  	| RA, DEC 21 35 35.36 -11 06 04.9	| EL, AZ: 63.8  313.1	| Mag: 13.3 	| moon_dis: 175.1
462 Eriphyla (A900 UJ)             	| RA, DEC 21 08 50.33 -18 18 49.5	| EL, AZ: 63.6  291.2	| Mag: 13.2 	| moon_dis: 173.9
324 Bamberga (A892 DA)             	| RA, DEC 20 51 08.16 -27 30 17.1	| EL, AZ: 63.4  268.5	| Mag: 9.8  	| moon_dis: 165.0
118 Peitho (A872 EA)               	| RA, DEC 00 07 49.50 -09 49 29.1	| EL, AZ: 62.9  44.5 	| Mag: 13.3 	| moon_dis: 141.6
389 Industria (A894 EE)            	| RA, DEC 21 38 55.41 -07 14 51.3	| EL, AZ: 61.2  319.6	| Mag: 12.1 	| moon_dis: 171.2
113 Amalthea (A871 EA)             	| RA, DEC 23 52 41.59 -04 41 02.2	| EL, AZ: 60.6  31.9 	| Mag: 12.7 	| moon_dis: 143.7
476 Hedwig (A901 QB)               	| RA, DEC 22 12 18.60 -01 24 00.8	| EL, AZ: 59.5  340.0	| Mag: 12.6 	| moon_dis: 162.4
106 Dione (A868 TA)                	| RA, DEC 00 12 30.74 -04 44 55.2	| EL, AZ: 58.2  40.3 	| Mag: 12.8 	| moon_dis: 139.1
267 Tirza (A887 KB)                	| RA, DEC 20 25 08.32 -26 34 51.9	| EL, AZ: 57.6  267.4	| Mag: 13.6 	| moon_dis: 161.1
287 Nephthys (A889 QA)             	| RA, DEC 20 53 50.05 -11 48 54.5	| EL, AZ: 56.9  297.6	| Mag: 11.3 	| moon_dis: 169.8
139 Juewa (A874 TA)                	| RA, DEC 20 14 31.86 -35 04 02.5	| EL, AZ: 56.7  251.3	| Mag: 12.4 	| moon_dis: 154.1
317 Roxane (A891 RD)               	| RA, DEC 00 01 15.49 +00 01 05.9	| EL, AZ: 55.5  31.5 	| Mag: 13.4 	| moon_dis: 139.9
490 Veritas (A902 RE)              	| RA, DEC 21 07 02.52 -05 53 18.6	| EL, AZ: 55.2  309.4	| Mag: 13.3 	| moon_dis: 168.2
236 Honoria (A884 HA)              	| RA, DEC 23 32 44.78 +03 33 22.5	| EL, AZ: 54.7  17.6 	| Mag: 12.5 	| moon_dis: 144.4
479 Caprera (A901 VK)              	| RA, DEC 20 29 42.24 -15 24 53.2	| EL, AZ: 54.1  286.5	| Mag: 13.6 	| moon_dis: 165.0
1819 Laputa (1948 PC)              	| RA, DEC 20 20 26.84 -17 17 53.6	| EL, AZ: 53.1  281.9	| Mag: 13.4 	| moon_dis: 162.8
1105 Fragaria (1929 AB)            	| RA, DEC 20 12 29.44 -20 21 34.1	| EL, AZ: 52.7  276.0	| Mag: 13.9 	| moon_dis: 160.6
338 Budrosa (A892 SF)              	| RA, DEC 23 44 05.95 +04 48 44.9	| EL, AZ: 52.7  21.6 	| Mag: 13.7 	| moon_dis: 141.3
192 Nausikaa (A879 DA)             	| RA, DEC 00 20 11.51 +00 33 11.5	| EL, AZ: 52.7  38.0 	| Mag: 10.8 	| moon_dis: 135.4
217 Eudora (A880 QA)               	| RA, DEC 00 03 18.35 +02 56 08.1	| EL, AZ: 52.6  30.1 	| Mag: 13.4 	| moon_dis: 138.2
1058 Grubba (1925 MA)              	| RA, DEC 20 36 15.43 -10 10 39.0	| EL, AZ: 52.5  295.2	| Mag: 13.3 	| moon_dis: 165.2
949 Hel (A921 EM)                  	| RA, DEC 19 59 35.08 -27 55 59.5	| EL, AZ: 52.4  262.6	| Mag: 13.6 	| moon_dis: 155.5
66 Maja (A861 GA)                  	| RA, DEC 20 00 24.34 -25 12 46.9	| EL, AZ: 51.9  266.9	| Mag: 13.3 	| moon_dis: 156.6
198 Ampella (A879 LA)              	| RA, DEC 23 12 11.86 +08 30 16.9	| EL, AZ: 50.8  7.8  	| Mag: 11.7 	| moon_dis: 145.2
1245 Calvinia (1932 KF)            	| RA, DEC 20 08 48.72 -17 33 02.2	| EL, AZ: 50.8  279.5	| Mag: 13.7 	| moon_dis: 160.0
872 Holda (A917 KH)                	| RA, DEC 20 36 44.82 -07 12 53.1	| EL, AZ: 50.7  299.1	| Mag: 14.0 	| moon_dis: 163.9
2379 Heiskanen (1941 ST)           	| RA, DEC 20 03 43.43 -19 55 27.6	| EL, AZ: 50.7  275.3	| Mag: 13.9 	| moon_dis: 158.6
582 Olympia (A906 BM)              	| RA, DEC 21 20 35.79 +02 32 06.8	| EL, AZ: 50.5  322.3	| Mag: 13.9 	| moon_dis: 161.3
455 Bruchsalia (A900 KC)           	| RA, DEC 19 42 47.52 -35 27 36.1	| EL, AZ: 50.3  249.7	| Mag: 11.2 	| moon_dis: 148.7
690 Wratislavia (A909 UE)          	| RA, DEC 23 03 52.26 +10 05 33.8	| EL, AZ: 49.4  4.3  	| Mag: 12.8 	| moon_dis: 145.5
125 Liberatrix (A872 RA)           	| RA, DEC 20 08 25.62 -14 00 28.0	| EL, AZ: 49.0  284.2	| Mag: 12.2 	| moon_dis: 159.7
478 Tergeste (A901 SC)             	| RA, DEC 21 02 27.02 +01 59 10.6	| EL, AZ: 48.4  316.0	| Mag: 13.0 	| moon_dis: 160.7
1304 Arosa (1928 KC)               	| RA, DEC 19 31 25.64 -34 10 06.9	| EL, AZ: 47.8  251.1	| Mag: 13.4 	| moon_dis: 147.3
182 Elsa (A878 CC)                 	| RA, DEC 19 40 48.85 -21 46 51.9	| EL, AZ: 46.5  269.5	| Mag: 12.3 	| moon_dis: 153.0
3 Juno (A804 RA)                   	| RA, DEC 20 17 51.84 -04 10 04.0	| EL, AZ: 45.2  298.0	| Mag: 9.2  	| moon_dis: 158.3
365 Corduba (A893 FF)              	| RA, DEC 20 21 54.49 -01 21 31.5	| EL, AZ: 44.1  301.9	| Mag: 13.3 	| moon_dis: 157.4
313 Chaldaea (A891 QB)             	| RA, DEC 20 10 53.85 -04 31 14.2	| EL, AZ: 44.1  296.1	| Mag: 13.2 	| moon_dis: 157.0
225 Henrietta (A882 HA)            	| RA, DEC 22 28 01.86 +15 33 28.5	| EL, AZ: 43.7  351.9	| Mag: 13.1 	| moon_dis: 145.7
397 Vienna (A894 YA)               	| RA, DEC 20 47 19.70 +05 03 55.4	| EL, AZ: 43.6  314.4	| Mag: 12.4 	| moon_dis: 156.3
468 Lina (A901 BC)                 	| RA, DEC 19 24 48.55 -22 42 18.4	| EL, AZ: 43.4  266.4	| Mag: 13.4 	| moon_dis: 149.3
847 Agnia (A915 RP)                	| RA, DEC 19 25 52.04 -20 36 10.6	| EL, AZ: 42.8  269.2	| Mag: 13.8 	| moon_dis: 149.7
451 Patientia (A899 XA)            	| RA, DEC 19 11 26.91 -29 52 07.7	| EL, AZ: 42.7  255.8	| Mag: 11.3 	| moon_dis: 144.9
456 Abnoba (A900 LA)               	| RA, DEC 20 41 58.31 +05 17 38.7	| EL, AZ: 42.6  313.2	| Mag: 12.9 	| moon_dis: 155.4
345 Tercidina (A892 WB)            	| RA, DEC 20 01 28.54 -03 42 08.2	| EL, AZ: 41.7  294.9	| Mag: 12.4 	| moon_dis: 154.6
2013 Tucapel (1971 UH4)            	| RA, DEC 19 09 47.00 -26 18 21.5	| EL, AZ: 41.4  260.3	| Mag: 13.4 	| moon_dis: 145.3
2 Pallas (A802 FA)                 	| RA, DEC 01 22 01.64 +02 46 53.2	| EL, AZ: 41.3  53.8 	| Mag: 9.8  	| moon_dis: 120.2
503 Evelyn (A903 BL)               	| RA, DEC 19 06 40.51 -27 10 31.6	| EL, AZ: 41.0  258.9	| Mag: 13.8 	| moon_dis: 144.5
128 Nemesis (A872 WA)              	| RA, DEC 19 02 43.77 -27 51 39.3	| EL, AZ: 40.3  257.7	| Mag: 11.4 	| moon_dis: 143.5
4 Vesta (A807 FA)                  	| RA, DEC 01 32 50.80 +01 28 41.0	| EL, AZ: 40.3  57.6 	| Mag: 7.7  	| moon_dis: 118.1
165 Loreley (A876 PA)              	| RA, DEC 00 28 28.00 +13 49 45.4	| EL, AZ: 40.1  31.1 	| Mag: 13.3 	| moon_dis: 127.3
505 Cava (A902 QA)                 	| RA, DEC 01 43 42.32 -00 55 46.3	| EL, AZ: 39.8  62.3 	| Mag: 13.7 	| moon_dis: 116.3
8 Flora (A847 UA)                  	| RA, DEC 19 07 32.33 -22 12 46.1	| EL, AZ: 39.5  265.1	| Mag: 9.1  	| moon_dis: 145.3
60 Echo (A860 RB)                  	| RA, DEC 19 17 13.42 -16 39 50.0	| EL, AZ: 39.3  272.8	| Mag: 12.4 	| moon_dis: 147.6
695 Bella (A909 VD)                	| RA, DEC 00 01 40.98 +18 09 53.7	| EL, AZ: 38.7  21.2 	| Mag: 13.2 	| moon_dis: 129.9
360 Carlova (A893 EE)              	| RA, DEC 01 45 18.71 +00 30 25.8	| EL, AZ: 38.6  61.2 	| Mag: 13.7 	| moon_dis: 115.5
71 Niobe (A861 PA)                 	| RA, DEC 00 10 19.58 +18 14 19.1	| EL, AZ: 37.9  23.6 	| Mag: 12.4 	| moon_dis: 128.2
532 Herculina (A904 HE)            	| RA, DEC 02 06 23.96 -04 52 21.0	| EL, AZ: 37.8  70.7 	| Mag: 11.8 	| moon_dis: 111.9
407 Arachne (A895 TB)              	| RA, DEC 18 54 50.52 -24 30 12.1	| EL, AZ: 37.6  261.0	| Mag: 12.6 	| moon_dis: 142.2
385 Ilmatar (A894 EA)              	| RA, DEC 01 08 48.62 +12 01 08.6	| EL, AZ: 36.4  42.9 	| Mag: 13.7 	| moon_dis: 119.6
488 Kreusa (A902 MC)               	| RA, DEC 18 41 06.70 -28 50 04.2	| EL, AZ: 36.1  254.6	| Mag: 12.8 	| moon_dis: 138.6
37 Fides (A855 TB)                 	| RA, DEC 18 42 27.85 -27 39 23.8	| EL, AZ: 36.0  256.1	| Mag: 11.5 	| moon_dis: 139.1
785 Zwetana (A914 FD)              	| RA, DEC 18 28 28.72 -34 53 32.8	| EL, AZ: 35.3  246.5	| Mag: 12.6 	| moon_dis: 134.9
124 Alkeste (A872 QA)              	| RA, DEC 01 29 01.18 +09 40 30.3	| EL, AZ: 35.0  49.5 	| Mag: 13.2 	| moon_dis: 116.1
46 Hestia (A857 QA)                	| RA, DEC 01 29 43.17 +09 40 50.5	| EL, AZ: 34.9  49.6 	| Mag: 12.9 	| moon_dis: 115.9
